# SYNTHETIC data — 29.05 ultrasound point-scatterer phantom
# EDUCATIONAL/SYNTHETIC ONLY — no patient data, no diagnostic or therapeutic claim.
# generated by scripts/make_synthetic.py, seed=42
# regenerate: python make_synthetic.py --seed 42
# counts: 9 wire, 1400 inclusion, 18000 speckle (total 19409)
# columns: kind,x_m,z_m,amp_rel (kind: wire | inclusion | speckle; x_m/z_m in meters,
#          array/image frame per kernels.cuh; amp_rel: unitless relative reflectivity)
kind,x_m,z_m,amp_rel
speckle,0.00586539,0.01177711,1.0000
speckle,0.00433240,0.02813872,1.0000
speckle,-0.00839474,0.02055798,1.0000
speckle,-0.00509842,0.02503861,1.0000
speckle,-0.00040003,0.01472273,1.0000
speckle,-0.00290048,0.02172160,1.0000
speckle,-0.00214565,0.02489964,1.0000
speckle,-0.00849584,0.02104969,1.0000
speckle,0.00890561,0.02262983,1.0000
speckle,-0.00247228,0.01543571,1.0000
speckle,0.00026425,0.01630940,1.0000
speckle,-0.00707997,0.02111535,1.0000
speckle,0.00472216,0.02006718,1.0000
speckle,0.00711862,0.01732337,1.0000
speckle,0.00474552,0.02873046,1.0000
speckle,-0.00851360,0.02341092,1.0000
speckle,-0.00133034,0.01622676,1.0000
speckle,-0.00249237,0.02295282,1.0000
speckle,-0.00303546,0.01312545,1.0000
speckle,-0.00569998,0.02737306,1.0000
speckle,-0.00730561,0.02862261,1.0000
speckle,-0.00650172,0.02413075,1.0000
speckle,-0.00098795,0.02523317,1.0000
speckle,0.00215780,0.02458769,1.0000
speckle,0.00897043,0.02353414,1.0000
speckle,0.00227085,0.02612262,1.0000
speckle,-0.00780450,0.01880473,1.0000
speckle,0.00514281,0.02512465,1.0000
speckle,0.00266049,0.02469987,1.0000
speckle,-0.00020144,0.01089568,1.0000
speckle,0.00691106,0.02106872,1.0000
speckle,-0.00226527,0.01359249,1.0000
speckle,-0.00803181,0.01950982,1.0000
speckle,0.00402728,0.02300806,1.0000
speckle,-0.00825737,0.02672782,1.0000
speckle,0.00200672,0.01780828,1.0000
speckle,-0.00475757,0.01110903,1.0000
speckle,-0.00321572,0.02262563,1.0000
speckle,-0.00877584,0.02211229,1.0000
speckle,0.00550513,0.01475316,1.0000
speckle,0.00412071,0.02005900,1.0000
speckle,-0.00667726,0.02240810,1.0000
speckle,-0.00508658,0.02674675,1.0000
speckle,0.00716462,0.01052922,1.0000
speckle,0.00672736,0.02704652,1.0000
speckle,0.00541138,0.02466194,1.0000
speckle,0.00027640,0.02417401,1.0000
speckle,-0.00194883,0.01949891,1.0000
speckle,-0.00401181,0.02785706,1.0000
speckle,0.00644013,0.01699960,1.0000
speckle,0.00783565,0.02883692,1.0000
speckle,-0.00448093,0.01859345,1.0000
speckle,0.00612601,0.01437916,1.0000
speckle,0.00065951,0.01731566,1.0000
speckle,-0.00816000,0.02199369,1.0000
speckle,-0.00531208,0.02396879,1.0000
speckle,0.00098646,0.01060205,1.0000
speckle,0.00350132,0.02495964,1.0000
speckle,0.00564852,0.02328865,1.0000
speckle,-0.00487064,0.02185767,1.0000
speckle,-0.00663483,0.01915597,1.0000
speckle,0.00004398,0.02312477,1.0000
speckle,0.00703371,0.02456562,1.0000
speckle,0.00571342,0.02131723,1.0000
speckle,-0.00139900,0.02167472,1.0000
speckle,0.00027246,0.01330707,1.0000
speckle,0.00727043,0.02369764,1.0000
speckle,-0.00825469,0.02956823,1.0000
speckle,-0.00348736,0.02152824,1.0000
speckle,-0.00690252,0.01959922,1.0000
speckle,-0.00424427,0.01901863,1.0000
speckle,-0.00681443,0.01761074,1.0000
speckle,-0.00871513,0.01203711,1.0000
speckle,0.00430331,0.02190542,1.0000
speckle,0.00465674,0.01769797,1.0000
speckle,0.00760570,0.02643385,1.0000
speckle,0.00279551,0.02179242,1.0000
speckle,0.00127865,0.01230214,1.0000
speckle,0.00894478,0.02941541,1.0000
speckle,0.00299918,0.01999940,1.0000
speckle,-0.00203233,0.02614808,1.0000
speckle,0.00834159,0.02129168,1.0000
speckle,0.00908802,0.02033137,1.0000
speckle,0.00027606,0.01125790,1.0000
speckle,0.00146779,0.02822799,1.0000
speckle,0.00594483,0.01058911,1.0000
speckle,-0.00507563,0.02754590,1.0000
speckle,-0.00909398,0.02371830,1.0000
speckle,-0.00214433,0.01871903,1.0000
speckle,-0.00724525,0.02795479,1.0000
speckle,0.00014896,0.02254875,1.0000
speckle,0.00322369,0.02112730,1.0000
speckle,0.00567832,0.01962842,1.0000
speckle,-0.00213880,0.01051736,1.0000
speckle,-0.00239378,0.02575908,1.0000
speckle,-0.00397124,0.02809502,1.0000
speckle,-0.00497764,0.02102883,1.0000
speckle,0.00805686,0.02290759,1.0000
speckle,0.00265368,0.01195002,1.0000
speckle,0.00019429,0.01121887,1.0000
speckle,-0.00032735,0.01847012,1.0000
speckle,0.00472021,0.02691056,1.0000
speckle,0.00266047,0.01408276,1.0000
speckle,-0.00358460,0.02710728,1.0000
speckle,0.00166759,0.02644192,1.0000
speckle,0.00545398,0.01097646,1.0000
speckle,-0.00566715,0.02529804,1.0000
speckle,-0.00908225,0.02650484,1.0000
speckle,-0.00179958,0.01383816,1.0000
speckle,-0.00244290,0.02612226,1.0000
speckle,0.00833702,0.02877844,1.0000
speckle,0.00166053,0.01878818,1.0000
speckle,-0.00799878,0.01067918,1.0000
speckle,0.00355379,0.01875669,1.0000
speckle,0.00888195,0.02326777,1.0000
speckle,-0.00146486,0.01208533,1.0000
speckle,-0.00915481,0.02285771,1.0000
speckle,0.00782343,0.01610236,1.0000
speckle,-0.00777302,0.01205175,1.0000
speckle,0.00640560,0.02956648,1.0000
speckle,0.00578594,0.02080808,1.0000
speckle,-0.00750925,0.02221390,1.0000
speckle,0.00794102,0.02177474,1.0000
speckle,0.00512161,0.01940702,1.0000
speckle,0.00042850,0.01059186,1.0000
speckle,0.00513250,0.02504805,1.0000
speckle,-0.00131795,0.02093575,1.0000
speckle,-0.00386902,0.01303204,1.0000
speckle,0.00064476,0.02130888,1.0000
speckle,0.00229041,0.01339053,1.0000
speckle,0.00201035,0.02552729,1.0000
speckle,0.00052554,0.02077475,1.0000
speckle,0.00109097,0.02038876,1.0000
speckle,0.00254325,0.01259528,1.0000
speckle,0.00054781,0.02353329,1.0000
speckle,0.00264777,0.02546283,1.0000
speckle,-0.00803422,0.01089432,1.0000
speckle,0.00569359,0.01861783,1.0000
speckle,-0.00257520,0.02667152,1.0000
speckle,0.00130377,0.02769777,1.0000
speckle,-0.00896058,0.02183721,1.0000
speckle,-0.00702172,0.02859940,1.0000
speckle,-0.00690522,0.02739488,1.0000
speckle,0.00496321,0.01725503,1.0000
speckle,0.00656628,0.02254256,1.0000
speckle,0.00145347,0.02642212,1.0000
speckle,-0.00588869,0.01058504,1.0000
speckle,0.00898222,0.02103394,1.0000
speckle,-0.00929013,0.02860600,1.0000
speckle,0.00746966,0.01744975,1.0000
speckle,-0.00678304,0.01171309,1.0000
speckle,-0.00073347,0.01681092,1.0000
speckle,-0.00349013,0.02887234,1.0000
speckle,-0.00074127,0.01916421,1.0000
speckle,0.00387405,0.02331671,1.0000
speckle,0.00191992,0.02551073,1.0000
speckle,-0.00758445,0.02335570,1.0000
speckle,0.00629397,0.02099766,1.0000
speckle,-0.00412978,0.02210590,1.0000
speckle,0.00173375,0.02853533,1.0000
speckle,-0.00120804,0.01373431,1.0000
speckle,-0.00675083,0.02859469,1.0000
speckle,-0.00311577,0.02170012,1.0000
speckle,-0.00095355,0.02603656,1.0000
speckle,0.00717486,0.02802021,1.0000
speckle,-0.00443052,0.02448938,1.0000
speckle,-0.00439166,0.01285867,1.0000
speckle,0.00607818,0.01702426,1.0000
speckle,-0.00387941,0.01973047,1.0000
speckle,0.00629816,0.01648783,1.0000
speckle,0.00525464,0.01275253,1.0000
speckle,0.00648453,0.01304580,1.0000
speckle,0.00647780,0.01742308,1.0000
speckle,0.00621349,0.02407995,1.0000
speckle,-0.00906044,0.02454576,1.0000
speckle,-0.00820866,0.01804639,1.0000
speckle,0.00799641,0.02773044,1.0000
speckle,-0.00169184,0.02874240,1.0000
speckle,-0.00076407,0.01439868,1.0000
speckle,-0.00684297,0.02674380,1.0000
speckle,-0.00056395,0.01374593,1.0000
speckle,-0.00633645,0.02116381,1.0000
speckle,-0.00323175,0.02428972,1.0000
speckle,0.00540589,0.01039810,1.0000
speckle,-0.00772756,0.02039131,1.0000
speckle,0.00837201,0.02614645,1.0000
speckle,-0.00596396,0.02366364,1.0000
speckle,0.00408104,0.01496319,1.0000
speckle,-0.00683851,0.01844189,1.0000
speckle,-0.00207766,0.02841883,1.0000
speckle,0.00797488,0.02571992,1.0000
speckle,-0.00238494,0.01964052,1.0000
speckle,-0.00829235,0.01711779,1.0000
speckle,0.00117422,0.02384149,1.0000
speckle,0.00843728,0.01207446,1.0000
speckle,0.00139799,0.02920966,1.0000
speckle,0.00207587,0.02667051,1.0000
speckle,0.00725508,0.01241862,1.0000
speckle,0.00594609,0.01197177,1.0000
speckle,-0.00590452,0.01186889,1.0000
speckle,0.00714610,0.02473104,1.0000
speckle,-0.00512464,0.02614864,1.0000
speckle,0.00552617,0.01133286,1.0000
speckle,0.00130682,0.01417243,1.0000
speckle,-0.00878283,0.01167508,1.0000
speckle,-0.00131247,0.01638986,1.0000
speckle,-0.00912353,0.02886543,1.0000
speckle,-0.00457920,0.02389282,1.0000
speckle,0.00917392,0.01198050,1.0000
speckle,0.00007858,0.02553303,1.0000
speckle,0.00116136,0.01664824,1.0000
speckle,-0.00389093,0.02602813,1.0000
speckle,-0.00675203,0.02130925,1.0000
speckle,-0.00059549,0.02180610,1.0000
speckle,0.00137399,0.02708497,1.0000
speckle,-0.00165205,0.01285120,1.0000
speckle,-0.00456669,0.02885707,1.0000
speckle,0.00500063,0.01832034,1.0000
speckle,0.00437481,0.02891112,1.0000
speckle,0.00550899,0.02028461,1.0000
speckle,-0.00674449,0.01949822,1.0000
speckle,0.00572974,0.02603217,1.0000
speckle,-0.00784632,0.02779291,1.0000
speckle,0.00423663,0.01167203,1.0000
speckle,-0.00455304,0.01118084,1.0000
speckle,-0.00278625,0.02119272,1.0000
speckle,0.00208255,0.01460251,1.0000
speckle,-0.00595629,0.01938448,1.0000
speckle,-0.00382073,0.02913391,1.0000
speckle,0.00533303,0.02443042,1.0000
speckle,-0.00116841,0.02046595,1.0000
speckle,0.00716861,0.01499396,1.0000
speckle,0.00698151,0.01323685,1.0000
speckle,0.00056287,0.01816925,1.0000
speckle,-0.00426744,0.02088600,1.0000
speckle,-0.00866835,0.01862778,1.0000
speckle,-0.00575738,0.02093030,1.0000
speckle,0.00920686,0.02963124,1.0000
speckle,0.00735072,0.02836041,1.0000
speckle,0.00006354,0.02091495,1.0000
speckle,0.00879225,0.01646764,1.0000
speckle,-0.00511639,0.02817006,1.0000
speckle,0.00559852,0.02253407,1.0000
speckle,0.00657642,0.01817431,1.0000
speckle,-0.00680748,0.01122020,1.0000
speckle,-0.00312094,0.01894301,1.0000
speckle,-0.00104653,0.01566798,1.0000
speckle,-0.00845773,0.01728606,1.0000
speckle,0.00225364,0.01713732,1.0000
speckle,-0.00255262,0.01800308,1.0000
speckle,0.00610346,0.02182489,1.0000
speckle,0.00076783,0.01676615,1.0000
speckle,0.00499440,0.01237852,1.0000
speckle,-0.00012437,0.02387684,1.0000
speckle,0.00433565,0.02322200,1.0000
speckle,0.00188166,0.02755597,1.0000
speckle,-0.00752508,0.01191669,1.0000
speckle,-0.00751780,0.02541084,1.0000
speckle,0.00829839,0.01213824,1.0000
speckle,0.00914207,0.01067047,1.0000
speckle,-0.00322356,0.01602168,1.0000
speckle,0.00831767,0.02353036,1.0000
speckle,-0.00838511,0.02393233,1.0000
speckle,-0.00623803,0.01076158,1.0000
speckle,0.00408123,0.01749641,1.0000
speckle,-0.00500441,0.02616091,1.0000
speckle,0.00812475,0.02385347,1.0000
speckle,-0.00938778,0.01190424,1.0000
speckle,-0.00685762,0.01879211,1.0000
speckle,-0.00350156,0.02570139,1.0000
speckle,0.00123874,0.02721531,1.0000
speckle,-0.00828100,0.01336343,1.0000
speckle,-0.00154760,0.02606165,1.0000
speckle,0.00787669,0.01183143,1.0000
speckle,0.00412612,0.01385200,1.0000
speckle,0.00711595,0.02905228,1.0000
speckle,0.00290792,0.02361604,1.0000
speckle,-0.00451896,0.02259410,1.0000
speckle,0.00221154,0.01092062,1.0000
speckle,-0.00408863,0.02884372,1.0000
speckle,-0.00014452,0.02514071,1.0000
speckle,0.00383867,0.02668378,1.0000
speckle,-0.00068252,0.02098444,1.0000
speckle,0.00809811,0.02404096,1.0000
speckle,0.00168988,0.01740346,1.0000
speckle,-0.00887265,0.01477363,1.0000
speckle,0.00471873,0.01157580,1.0000
speckle,-0.00921721,0.01791781,1.0000
speckle,0.00859898,0.02236759,1.0000
speckle,0.00883289,0.02529351,1.0000
speckle,-0.00917055,0.02368657,1.0000
speckle,0.00148479,0.01035828,1.0000
speckle,-0.00285366,0.02849114,1.0000
speckle,0.00711179,0.01861112,1.0000
speckle,0.00012187,0.02385536,1.0000
speckle,0.00489396,0.01154954,1.0000
speckle,0.00080391,0.02246110,1.0000
speckle,0.00770532,0.02883499,1.0000
speckle,0.00922113,0.01683413,1.0000
speckle,0.00216902,0.02760299,1.0000
speckle,0.00864507,0.01726798,1.0000
speckle,0.00488735,0.01502644,1.0000
speckle,-0.00237256,0.02130139,1.0000
speckle,-0.00807156,0.01145090,1.0000
speckle,0.00871858,0.02134625,1.0000
speckle,0.00145905,0.02279603,1.0000
speckle,-0.00192167,0.01861238,1.0000
speckle,0.00778333,0.02629041,1.0000
speckle,-0.00829475,0.02090667,1.0000
speckle,0.00408202,0.01956351,1.0000
speckle,-0.00857113,0.02379177,1.0000
speckle,-0.00485724,0.01959225,1.0000
speckle,-0.00437935,0.02349623,1.0000
speckle,0.00407314,0.02885448,1.0000
speckle,0.00304959,0.02136335,1.0000
speckle,-0.00396725,0.02157243,1.0000
speckle,0.00870779,0.01757439,1.0000
speckle,-0.00516947,0.01035391,1.0000
speckle,-0.00017340,0.01761335,1.0000
speckle,0.00654365,0.01334921,1.0000
speckle,-0.00323188,0.01452854,1.0000
speckle,0.00249820,0.02637178,1.0000
speckle,-0.00226572,0.01524902,1.0000
speckle,0.00749827,0.01386271,1.0000
speckle,-0.00741156,0.02072243,1.0000
speckle,-0.00594512,0.01148628,1.0000
speckle,-0.00588872,0.02867228,1.0000
speckle,0.00380618,0.01319936,1.0000
speckle,0.00543840,0.01626968,1.0000
speckle,0.00669302,0.01165303,1.0000
speckle,0.00445990,0.01091980,1.0000
speckle,-0.00865112,0.02766359,1.0000
speckle,-0.00147101,0.02342928,1.0000
speckle,-0.00270401,0.01040900,1.0000
speckle,0.00496894,0.02079567,1.0000
speckle,0.00777426,0.02020247,1.0000
speckle,0.00757363,0.01201469,1.0000
speckle,-0.00201946,0.01456691,1.0000
speckle,-0.00684168,0.02829386,1.0000
speckle,-0.00410611,0.02345976,1.0000
speckle,0.00860453,0.02821647,1.0000
speckle,-0.00081708,0.02493220,1.0000
speckle,0.00932522,0.02109578,1.0000
speckle,0.00906201,0.01905226,1.0000
speckle,0.00671555,0.02699765,1.0000
speckle,-0.00775074,0.02181233,1.0000
speckle,0.00175962,0.01851586,1.0000
speckle,-0.00625124,0.01120067,1.0000
speckle,0.00852112,0.01496123,1.0000
speckle,0.00321549,0.02741672,1.0000
speckle,0.00558998,0.02746404,1.0000
speckle,-0.00674045,0.01747885,1.0000
speckle,0.00038842,0.01180811,1.0000
speckle,-0.00071546,0.01928933,1.0000
speckle,-0.00893631,0.02185925,1.0000
speckle,-0.00937937,0.01893140,1.0000
speckle,-0.00769232,0.01697849,1.0000
speckle,-0.00635247,0.02414567,1.0000
speckle,0.00095374,0.01381009,1.0000
speckle,-0.00128876,0.02887424,1.0000
speckle,-0.00753928,0.02572808,1.0000
speckle,0.00424047,0.01361579,1.0000
speckle,-0.00277165,0.02796148,1.0000
speckle,0.00537072,0.02043173,1.0000
speckle,0.00770538,0.02432211,1.0000
speckle,0.00350423,0.02127154,1.0000
speckle,-0.00124578,0.02529237,1.0000
speckle,0.00005890,0.01440186,1.0000
speckle,-0.00241715,0.02097462,1.0000
speckle,-0.00786680,0.02171770,1.0000
speckle,-0.00351659,0.02484272,1.0000
speckle,0.00357703,0.01942664,1.0000
speckle,0.00383478,0.01212741,1.0000
speckle,0.00105304,0.01116247,1.0000
speckle,-0.00845353,0.02955286,1.0000
speckle,-0.00301422,0.01488486,1.0000
speckle,0.00065759,0.02598094,1.0000
speckle,0.00195283,0.01448938,1.0000
speckle,0.00089279,0.01758349,1.0000
speckle,0.00832097,0.02016529,1.0000
speckle,0.00153943,0.02774476,1.0000
speckle,0.00570967,0.01565655,1.0000
speckle,0.00867516,0.01633324,1.0000
speckle,-0.00839570,0.01216190,1.0000
speckle,0.00026158,0.01356155,1.0000
speckle,0.00477506,0.01345276,1.0000
speckle,-0.00838528,0.02099328,1.0000
speckle,0.00216279,0.02071110,1.0000
speckle,0.00235511,0.02657044,1.0000
speckle,-0.00510160,0.02315222,1.0000
speckle,-0.00418442,0.01975313,1.0000
speckle,-0.00692443,0.02483654,1.0000
speckle,0.00046813,0.01242830,1.0000
speckle,-0.00147655,0.02879763,1.0000
speckle,-0.00263385,0.02198740,1.0000
speckle,-0.00570988,0.01049803,1.0000
speckle,-0.00702118,0.02246967,1.0000
speckle,-0.00915474,0.01100064,1.0000
speckle,-0.00549228,0.01128373,1.0000
speckle,0.00821757,0.02380004,1.0000
speckle,0.00407846,0.01996172,1.0000
speckle,0.00658915,0.01276753,1.0000
speckle,0.00706524,0.01502777,1.0000
speckle,0.00409562,0.01110372,1.0000
speckle,0.00520471,0.01283447,1.0000
speckle,-0.00851575,0.01521723,1.0000
speckle,-0.00569562,0.02353433,1.0000
speckle,0.00610771,0.01698203,1.0000
speckle,0.00550929,0.01477770,1.0000
speckle,0.00616972,0.01916421,1.0000
speckle,-0.00270985,0.02782001,1.0000
speckle,-0.00759607,0.02072302,1.0000
speckle,-0.00691804,0.01167813,1.0000
speckle,-0.00896915,0.01344084,1.0000
speckle,0.00184644,0.01836479,1.0000
speckle,0.00720906,0.02360428,1.0000
speckle,0.00455517,0.01941172,1.0000
speckle,-0.00229134,0.02209750,1.0000
speckle,0.00677929,0.01338695,1.0000
speckle,0.00468259,0.02059919,1.0000
speckle,-0.00715657,0.02553207,1.0000
speckle,-0.00444299,0.02663765,1.0000
speckle,0.00454723,0.02623085,1.0000
speckle,-0.00814264,0.01780973,1.0000
speckle,-0.00635060,0.02130929,1.0000
speckle,0.00566742,0.01423867,1.0000
speckle,-0.00717191,0.01974485,1.0000
speckle,0.00002044,0.01741771,1.0000
speckle,0.00107498,0.01745034,1.0000
speckle,0.00641528,0.02662383,1.0000
speckle,0.00765933,0.01923379,1.0000
speckle,0.00475909,0.02758394,1.0000
speckle,-0.00219650,0.02388827,1.0000
speckle,0.00808140,0.01193179,1.0000
speckle,0.00022833,0.01793810,1.0000
speckle,-0.00260059,0.01618202,1.0000
speckle,-0.00400553,0.02510350,1.0000
speckle,-0.00461097,0.02302693,1.0000
speckle,-0.00110966,0.01867081,1.0000
speckle,0.00901830,0.02358624,1.0000
speckle,0.00196759,0.01395815,1.0000
speckle,-0.00517527,0.01838655,1.0000
speckle,-0.00923952,0.02285613,1.0000
speckle,-0.00231374,0.01910014,1.0000
speckle,-0.00686783,0.02741205,1.0000
speckle,-0.00167441,0.01296644,1.0000
speckle,0.00618047,0.01696434,1.0000
speckle,0.00290547,0.02379127,1.0000
speckle,0.00336854,0.02679292,1.0000
speckle,0.00256117,0.02882622,1.0000
speckle,0.00063546,0.01986405,1.0000
speckle,0.00914298,0.02873720,1.0000
speckle,0.00221275,0.02465416,1.0000
speckle,0.00808974,0.01316187,1.0000
speckle,0.00602842,0.01194193,1.0000
speckle,0.00189476,0.02354435,1.0000
speckle,-0.00302989,0.01494479,1.0000
speckle,-0.00688122,0.02903446,1.0000
speckle,0.00919929,0.02867635,1.0000
speckle,0.00891324,0.01392118,1.0000
speckle,-0.00252609,0.01141750,1.0000
speckle,0.00059462,0.01466331,1.0000
speckle,0.00592645,0.02599299,1.0000
speckle,-0.00487135,0.01182650,1.0000
speckle,0.00628773,0.02675779,1.0000
speckle,0.00054524,0.01816996,1.0000
speckle,-0.00237139,0.02424410,1.0000
speckle,-0.00244786,0.01935795,1.0000
speckle,0.00428197,0.02807307,1.0000
speckle,0.00119785,0.01551012,1.0000
speckle,-0.00318049,0.01909851,1.0000
speckle,0.00163234,0.02766134,1.0000
speckle,0.00559277,0.01550407,1.0000
speckle,0.00511527,0.02778886,1.0000
speckle,0.00255168,0.02867160,1.0000
speckle,-0.00262274,0.01495463,1.0000
speckle,-0.00243049,0.01946045,1.0000
speckle,0.00671623,0.01792473,1.0000
speckle,0.00810643,0.02183616,1.0000
speckle,0.00005245,0.02896814,1.0000
speckle,-0.00412928,0.01183413,1.0000
speckle,-0.00294676,0.01747682,1.0000
speckle,0.00066714,0.02792022,1.0000
speckle,0.00136651,0.02825068,1.0000
speckle,0.00821271,0.02809106,1.0000
speckle,-0.00364063,0.01199824,1.0000
speckle,-0.00297622,0.02505211,1.0000
speckle,0.00180376,0.01656807,1.0000
speckle,0.00827109,0.02146890,1.0000
speckle,-0.00193499,0.02667825,1.0000
speckle,-0.00598359,0.02685690,1.0000
speckle,-0.00489685,0.01909209,1.0000
speckle,0.00903974,0.01295215,1.0000
speckle,-0.00248268,0.02421765,1.0000
speckle,0.00916122,0.01545448,1.0000
speckle,-0.00216565,0.02840263,1.0000
speckle,-0.00402479,0.02965531,1.0000
speckle,0.00852875,0.02292290,1.0000
speckle,0.00157020,0.01510756,1.0000
speckle,0.00746850,0.02855460,1.0000
speckle,0.00595167,0.01613935,1.0000
speckle,-0.00344538,0.01629356,1.0000
speckle,0.00410581,0.01138323,1.0000
speckle,0.00125154,0.01456821,1.0000
speckle,0.00508201,0.01468451,1.0000
speckle,0.00866775,0.02350499,1.0000
speckle,-0.00906025,0.02066266,1.0000
speckle,0.00350166,0.01266645,1.0000
speckle,0.00827476,0.02624586,1.0000
speckle,0.00789135,0.01305652,1.0000
speckle,-0.00713935,0.01744619,1.0000
speckle,0.00092088,0.01209213,1.0000
speckle,0.00813160,0.01574852,1.0000
speckle,0.00882587,0.01571959,1.0000
speckle,0.00744971,0.01869914,1.0000
speckle,0.00762986,0.02577170,1.0000
speckle,-0.00451648,0.02667635,1.0000
speckle,0.00282915,0.02346702,1.0000
speckle,-0.00848614,0.01994607,1.0000
speckle,0.00268494,0.01347385,1.0000
speckle,0.00278437,0.02612784,1.0000
speckle,-0.00892408,0.02056331,1.0000
speckle,0.00557669,0.02728105,1.0000
speckle,0.00602269,0.01461775,1.0000
speckle,-0.00103946,0.01908755,1.0000
speckle,0.00145333,0.01806592,1.0000
speckle,-0.00331042,0.01395303,1.0000
speckle,-0.00060103,0.01246262,1.0000
speckle,0.00772730,0.02282669,1.0000
speckle,-0.00852314,0.02510593,1.0000
speckle,0.00376500,0.02611665,1.0000
speckle,0.00589702,0.02838912,1.0000
speckle,-0.00821782,0.02829489,1.0000
speckle,-0.00249123,0.02289210,1.0000
speckle,0.00297576,0.01118523,1.0000
speckle,-0.00892404,0.01324847,1.0000
speckle,0.00669910,0.01375672,1.0000
speckle,-0.00338797,0.02315382,1.0000
speckle,0.00837283,0.01262635,1.0000
speckle,-0.00890237,0.01614180,1.0000
speckle,0.00879200,0.02373061,1.0000
speckle,-0.00707974,0.02811838,1.0000
speckle,0.00494560,0.02056428,1.0000
speckle,0.00239787,0.01198479,1.0000
speckle,0.00927695,0.02792360,1.0000
speckle,0.00230177,0.01711065,1.0000
speckle,-0.00650152,0.02534597,1.0000
speckle,-0.00609101,0.02428441,1.0000
speckle,0.00189754,0.01391785,1.0000
speckle,0.00425358,0.02690534,1.0000
speckle,0.00534095,0.01697301,1.0000
speckle,0.00411977,0.02904739,1.0000
speckle,-0.00277772,0.02762908,1.0000
speckle,0.00299435,0.01443625,1.0000
speckle,0.00263081,0.02525464,1.0000
speckle,-0.00107735,0.02386662,1.0000
speckle,-0.00582604,0.02043092,1.0000
speckle,0.00202897,0.01032763,1.0000
speckle,-0.00256450,0.01948942,1.0000
speckle,0.00363766,0.02765140,1.0000
speckle,0.00623402,0.02546806,1.0000
speckle,-0.00137576,0.02014115,1.0000
speckle,0.00887347,0.01940912,1.0000
speckle,-0.00767720,0.01124973,1.0000
speckle,0.00895112,0.01118390,1.0000
speckle,-0.00587617,0.02207841,1.0000
speckle,0.00541275,0.01264339,1.0000
speckle,0.00010653,0.01337286,1.0000
speckle,0.00664655,0.01769398,1.0000
speckle,-0.00754500,0.01983301,1.0000
speckle,-0.00646775,0.01223567,1.0000
speckle,0.00272236,0.02877171,1.0000
speckle,0.00903310,0.01461187,1.0000
speckle,0.00869962,0.02344876,1.0000
speckle,0.00248386,0.01384797,1.0000
speckle,-0.00771476,0.02696518,1.0000
speckle,0.00312495,0.02663120,1.0000
speckle,-0.00122685,0.02402456,1.0000
speckle,-0.00447180,0.02697487,1.0000
speckle,0.00525179,0.01958244,1.0000
speckle,-0.00330294,0.02492278,1.0000
speckle,0.00883345,0.01450380,1.0000
speckle,0.00358801,0.01326367,1.0000
speckle,0.00850294,0.02814107,1.0000
speckle,0.00015714,0.02261396,1.0000
speckle,0.00478237,0.01596552,1.0000
speckle,0.00934620,0.01701446,1.0000
speckle,0.00921932,0.02694645,1.0000
speckle,0.00124218,0.02421669,1.0000
speckle,0.00310208,0.02359536,1.0000
speckle,0.00677237,0.01376558,1.0000
speckle,0.00861706,0.01815753,1.0000
speckle,-0.00231189,0.02622843,1.0000
speckle,0.00221713,0.02956533,1.0000
speckle,-0.00543201,0.02302814,1.0000
speckle,0.00752410,0.01499952,1.0000
speckle,0.00746527,0.02563290,1.0000
speckle,-0.00039878,0.02579552,1.0000
speckle,-0.00814662,0.02286643,1.0000
speckle,0.00059357,0.01556819,1.0000
speckle,0.00345308,0.01984046,1.0000
speckle,-0.00027134,0.01641595,1.0000
speckle,0.00670731,0.02872569,1.0000
speckle,0.00511680,0.02297210,1.0000
speckle,-0.00330957,0.01056291,1.0000
speckle,0.00300784,0.01456318,1.0000
speckle,-0.00215510,0.01808508,1.0000
speckle,-0.00832216,0.02552017,1.0000
speckle,0.00308264,0.01474723,1.0000
speckle,0.00616963,0.01948642,1.0000
speckle,-0.00253095,0.01152720,1.0000
speckle,0.00433335,0.02564063,1.0000
speckle,-0.00855338,0.01647736,1.0000
speckle,0.00129113,0.02580607,1.0000
speckle,0.00821153,0.02309795,1.0000
speckle,-0.00247620,0.01860551,1.0000
speckle,0.00414314,0.01169721,1.0000
speckle,0.00124506,0.02811525,1.0000
speckle,-0.00296625,0.01860835,1.0000
speckle,-0.00908215,0.02840690,1.0000
speckle,-0.00768311,0.02428539,1.0000
speckle,0.00173759,0.01440349,1.0000
speckle,-0.00336444,0.02091416,1.0000
speckle,-0.00267425,0.01388634,1.0000
speckle,-0.00042938,0.01031024,1.0000
speckle,-0.00122958,0.01337094,1.0000
speckle,-0.00911971,0.02238134,1.0000
speckle,0.00285814,0.01216422,1.0000
speckle,0.00430453,0.01204222,1.0000
speckle,-0.00361936,0.02855153,1.0000
speckle,0.00134558,0.02488682,1.0000
speckle,-0.00131607,0.02866472,1.0000
speckle,-0.00181357,0.02062042,1.0000
speckle,0.00276861,0.01817608,1.0000
speckle,0.00124822,0.02045046,1.0000
speckle,-0.00017767,0.01968713,1.0000
speckle,-0.00789783,0.02197768,1.0000
speckle,0.00508524,0.01285792,1.0000
speckle,0.00285825,0.02339403,1.0000
speckle,-0.00886761,0.02890739,1.0000
