# SYNTHETIC LiDAR returns for project 02.17 -- LIDAR-FRAME meters (x,y,z)
# true_r/g/b: exact flat surface color the ray hit, [0,255] -- EVALUATION-ONLY ground truth
# visible: 1 if unobstructed from the CAMERA's own origin, 0 if occluded -- EVALUATION-ONLY
# surface: human-readable object name -- EVALUATION-ONLY
# regenerate: python make_synthetic.py --seed 42
# 3368 points, 138 ground-truth-occluded (the occlusion cohort), range noise sigma=0.02 m
x,y,z,true_r,true_g,true_b,visible,surface
3.629732,-0.601664,-0.386706,200.0,60.0,60.0,1,occluder
3.660444,-0.571505,-0.389389,200.0,60.0,60.0,1,occluder
3.645454,-0.534162,-0.387244,200.0,60.0,60.0,1,occluder
3.631231,-0.497308,-0.385220,200.0,60.0,60.0,1,occluder
3.659797,-0.466267,-0.387769,200.0,60.0,60.0,1,occluder
3.650944,-0.430353,-0.386386,200.0,60.0,60.0,1,occluder
3.694251,-0.400337,-0.390555,200.0,60.0,60.0,1,occluder
4.014664,-0.396971,-0.424016,200.0,60.0,60.0,1,occluder
12.054030,-1.077754,-1.271984,60.0,160.0,70.0,1,background
12.048386,-0.963343,-1.270378,60.0,160.0,70.0,1,background
12.048404,-0.849610,-1.269483,60.0,160.0,70.0,1,background
12.057717,-0.736594,-1.269680,60.0,160.0,70.0,1,background
12.017051,-0.620951,-1.264728,60.0,160.0,70.0,1,background
12.048557,-0.509233,-1.267485,60.0,160.0,70.0,1,background
12.080753,-0.397035,-1.270424,60.0,160.0,70.0,1,background
12.069939,-0.283293,-1.268951,60.0,160.0,70.0,1,background
12.040310,-0.169538,-1.265613,60.0,160.0,70.0,1,background
12.056825,-0.056587,-1.267237,60.0,160.0,70.0,1,background
12.059725,0.056601,-1.267542,60.0,160.0,70.0,1,background
12.020301,0.169257,-1.263510,60.0,160.0,70.0,1,background
12.047881,0.282775,-1.266632,60.0,160.0,70.0,1,background
12.030306,0.395377,-1.265119,60.0,160.0,70.0,1,background
12.032658,0.508561,-1.265812,60.0,160.0,70.0,1,background
12.063781,0.623365,-1.269646,60.0,160.0,70.0,1,background
12.048766,0.736047,-1.268737,60.0,160.0,70.0,1,background
12.037676,0.848853,-1.268352,60.0,160.0,70.0,1,background
12.026851,0.961621,-1.268107,60.0,160.0,70.0,1,background
12.077616,1.079863,-1.274472,60.0,160.0,70.0,1,background
12.054395,1.191940,-1.273147,60.0,160.0,70.0,1,background
9.204736,0.997496,-0.973121,230.0,210.0,60.0,1,yellow_box
8.473657,0.998828,-0.896783,230.0,210.0,60.0,1,yellow_box
8.404837,1.070796,-0.890524,230.0,210.0,60.0,1,yellow_box
8.432698,1.154884,-0.894586,230.0,210.0,60.0,1,yellow_box
8.438090,1.236420,-0.896349,230.0,210.0,60.0,1,yellow_box
8.470683,1.322528,-0.901091,230.0,210.0,60.0,1,yellow_box
8.422684,1.396143,-0.897339,230.0,210.0,60.0,1,yellow_box
8.443592,1.481173,-0.901008,230.0,210.0,60.0,1,yellow_box
8.472565,1.568369,-0.905631,230.0,210.0,60.0,1,yellow_box
8.484886,1.653169,-0.908567,230.0,210.0,60.0,1,yellow_box
8.452775,1.729422,-0.906827,230.0,210.0,60.0,1,yellow_box
8.471613,1.816286,-0.910637,230.0,210.0,60.0,1,yellow_box
8.423077,1.888748,-0.907285,230.0,210.0,60.0,1,yellow_box
8.453379,1.979060,-0.912510,230.0,210.0,60.0,1,yellow_box
8.449265,2.061941,-0.914115,230.0,210.0,60.0,1,yellow_box
8.458558,2.148530,-0.917262,230.0,210.0,60.0,1,yellow_box
12.046923,3.180666,-1.309571,60.0,160.0,70.0,1,background
12.054883,3.304115,-1.313750,60.0,160.0,70.0,1,background
12.061865,3.428072,-1.317960,60.0,160.0,70.0,1,background
12.078998,3.555813,-1.323421,60.0,160.0,70.0,1,background
12.018753,3.661013,-1.320527,60.0,160.0,70.0,1,background
12.025505,3.786780,-1.325116,60.0,160.0,70.0,1,background
12.066225,3.924468,-1.333604,60.0,160.0,70.0,1,background
12.024423,4.036066,-1.333112,60.0,160.0,70.0,1,background
12.028447,4.163445,-1.337832,60.0,160.0,70.0,1,background
12.032481,4.291734,-1.342702,60.0,160.0,70.0,1,background
12.072642,4.434230,-1.351769,60.0,160.0,70.0,1,background
12.054117,4.556286,-1.354424,60.0,160.0,70.0,1,background
12.058117,4.687618,-1.359758,60.0,160.0,70.0,0,background
12.086780,4.829844,-1.368042,60.0,160.0,70.0,0,background
12.060502,4.951126,-1.370268,60.0,160.0,70.0,0,background
12.025075,5.068994,-1.371589,60.0,160.0,70.0,0,background
12.046278,5.211631,-1.379526,60.0,160.0,70.0,0,background
12.032750,5.340417,-1.383657,60.0,160.0,70.0,0,background
12.025674,5.472962,-1.388690,60.0,160.0,70.0,0,background
12.058349,5.625054,-1.398499,60.0,160.0,70.0,0,background
12.016725,5.743587,-1.399862,60.0,160.0,70.0,0,background
12.020086,5.884426,-1.406627,60.0,160.0,70.0,0,background
15.306146,7.672049,-1.799520,100.0,100.0,100.0,0,ground
15.227927,7.812545,-1.798866,100.0,100.0,100.0,0,ground
15.158594,7.957589,-1.799421,100.0,100.0,100.0,0,ground
15.108831,8.113271,-1.802475,100.0,100.0,100.0,0,ground
15.022963,8.249764,-1.801390,100.0,100.0,100.0,0,ground
14.942531,8.389104,-1.801109,100.0,100.0,100.0,0,ground
14.845920,8.519118,-1.799023,100.0,100.0,100.0,0,ground
14.783600,8.668824,-1.801253,100.0,100.0,100.0,0,ground
14.681166,8.794979,-1.798752,100.0,100.0,100.0,0,ground
14.613309,8.941786,-1.800642,100.0,100.0,100.0,0,ground
14.522846,9.074882,-1.799913,100.0,100.0,100.0,0,ground
12.006541,-5.877795,-1.169555,60.0,160.0,70.0,1,background
12.039350,-5.754401,-1.167438,60.0,160.0,70.0,1,background
12.077613,-5.634040,-1.165969,60.0,160.0,70.0,1,background
12.074478,-5.495173,-1.160635,60.0,160.0,70.0,1,background
12.040536,-5.343873,-1.152500,60.0,160.0,70.0,1,background
3.646501,-1.577601,-0.347604,200.0,60.0,60.0,1,occluder
3.660780,-1.543148,-0.347569,200.0,60.0,60.0,1,occluder
3.626474,-1.488755,-0.342970,200.0,60.0,60.0,1,occluder
3.624042,-1.448157,-0.341439,200.0,60.0,60.0,1,occluder
3.663315,-1.424121,-0.343865,200.0,60.0,60.0,1,occluder
3.647958,-1.378876,-0.341193,200.0,60.0,60.0,1,occluder
3.649779,-1.340548,-0.340172,200.0,60.0,60.0,1,occluder
3.651402,-1.302379,-0.339169,200.0,60.0,60.0,1,occluder
3.660834,-1.267136,-0.338925,200.0,60.0,60.0,1,occluder
3.633823,-1.219714,-0.335350,200.0,60.0,60.0,1,occluder
3.681203,-1.197289,-0.338670,200.0,60.0,60.0,1,occluder
3.684085,-1.160103,-0.337918,200.0,60.0,60.0,1,occluder
3.673429,-1.118957,-0.335963,200.0,60.0,60.0,1,occluder
3.678721,-1.082941,-0.335502,200.0,60.0,60.0,1,occluder
3.653030,-1.038219,-0.332256,200.0,60.0,60.0,1,occluder
3.648815,-1.000101,-0.331004,200.0,60.0,60.0,1,occluder
3.660743,-0.966521,-0.331248,200.0,60.0,60.0,1,occluder
3.657967,-0.929148,-0.330193,200.0,60.0,60.0,1,occluder
3.646285,-0.889832,-0.328370,200.0,60.0,60.0,1,occluder
3.665807,-0.858219,-0.329388,200.0,60.0,60.0,1,occluder
3.668642,-0.822638,-0.328935,200.0,60.0,60.0,1,occluder
3.658735,-0.784421,-0.327372,200.0,60.0,60.0,1,occluder
3.630742,-0.742843,-0.324229,200.0,60.0,60.0,1,occluder
3.671493,-0.715343,-0.327254,200.0,60.0,60.0,1,occluder
3.620758,-0.670244,-0.322157,200.0,60.0,60.0,1,occluder
3.688903,-0.647107,-0.327665,200.0,60.0,60.0,1,occluder
3.627830,-0.601349,-0.321725,200.0,60.0,60.0,1,occluder
3.608203,-0.563349,-0.319501,200.0,60.0,60.0,1,occluder
3.660675,-0.536393,-0.323687,200.0,60.0,60.0,1,occluder
3.660914,-0.501373,-0.323278,200.0,60.0,60.0,1,occluder
3.666068,-0.467066,-0.323332,200.0,60.0,60.0,1,occluder
3.622859,-0.427043,-0.319153,200.0,60.0,60.0,1,occluder
3.674262,-0.398171,-0.323338,200.0,60.0,60.0,1,occluder
4.023947,-0.397889,-0.353767,200.0,60.0,60.0,1,occluder
12.055627,-1.077897,-1.058938,60.0,160.0,70.0,1,background
12.028476,-0.961751,-1.055714,60.0,160.0,70.0,1,background
12.037954,-0.848873,-1.055800,60.0,160.0,70.0,1,background
12.055529,-0.736460,-1.056688,60.0,160.0,70.0,1,background
12.008195,-0.620493,-1.051983,60.0,160.0,70.0,1,background
12.069350,-0.510112,-1.056874,60.0,160.0,70.0,1,background
12.046462,-0.395908,-1.054498,60.0,160.0,70.0,1,background
12.075726,-0.283428,-1.056780,60.0,160.0,70.0,1,background
12.031684,-0.169417,-1.052740,60.0,160.0,70.0,1,background
12.039115,-0.056504,-1.053298,60.0,160.0,70.0,1,background
12.083319,0.056711,-1.057165,60.0,160.0,70.0,1,background
12.040893,0.169547,-1.053546,60.0,160.0,70.0,1,background
12.059628,0.283051,-1.055371,60.0,160.0,70.0,1,background
12.083692,0.397132,-1.057757,60.0,160.0,70.0,1,background
12.049652,0.509279,-1.055149,60.0,160.0,70.0,1,background
12.084737,0.624448,-1.058688,60.0,160.0,70.0,1,background
12.060009,0.736734,-1.057081,60.0,160.0,70.0,1,background
12.061467,0.850531,-1.057862,60.0,160.0,70.0,1,background
12.052010,0.963633,-1.057779,60.0,160.0,70.0,1,background
12.051101,1.077492,-1.058541,60.0,160.0,70.0,1,background
12.076943,1.194170,-1.061748,60.0,160.0,70.0,1,background
9.192040,0.996120,-0.808908,230.0,210.0,60.0,1,yellow_box
8.518172,1.004075,-0.750403,230.0,210.0,60.0,1,yellow_box
8.431704,1.074219,-0.743641,230.0,210.0,60.0,1,yellow_box
8.453928,1.157792,-0.746527,230.0,210.0,60.0,1,yellow_box
8.456465,1.239112,-0.747745,230.0,210.0,60.0,1,yellow_box
8.455254,1.320119,-0.748701,230.0,210.0,60.0,1,yellow_box
8.464196,1.403024,-0.750626,230.0,210.0,60.0,1,yellow_box
8.447388,1.481839,-0.750336,230.0,210.0,60.0,1,yellow_box
8.463117,1.566620,-0.753006,230.0,210.0,60.0,1,yellow_box
8.455338,1.647412,-0.753656,230.0,210.0,60.0,1,yellow_box
8.431687,1.725107,-0.752958,230.0,210.0,60.0,1,yellow_box
8.480810,1.818258,-0.758836,230.0,210.0,60.0,1,yellow_box
8.459522,1.896921,-0.758491,230.0,210.0,60.0,1,yellow_box
8.436278,1.975057,-0.758036,230.0,210.0,60.0,1,yellow_box
8.444082,2.060676,-0.760442,230.0,210.0,60.0,1,yellow_box
8.436394,2.142900,-0.761527,230.0,210.0,60.0,1,yellow_box
12.040046,3.178850,-1.089463,60.0,160.0,70.0,1,background
12.031816,3.297792,-1.091472,60.0,160.0,70.0,1,background
12.051784,3.425207,-1.096151,60.0,160.0,70.0,1,background
12.060307,3.550310,-1.099909,60.0,160.0,70.0,1,background
12.038851,3.667135,-1.101043,60.0,160.0,70.0,1,background
12.058930,3.797305,-1.106091,60.0,160.0,70.0,1,background
12.042152,3.916638,-1.107876,60.0,160.0,70.0,1,background
12.051039,4.045000,-1.112137,60.0,160.0,70.0,1,background
12.045395,4.169312,-1.115179,60.0,160.0,70.0,1,background
12.064959,4.303318,-1.120681,60.0,160.0,70.0,1,background
12.074502,4.434913,-1.125385,60.0,160.0,70.0,1,background
12.013350,4.540876,-1.123608,60.0,160.0,70.0,1,background
12.047435,4.683466,-1.130858,60.0,160.0,70.0,1,background
12.077727,4.826226,-1.137904,60.0,160.0,70.0,1,background
12.033240,4.939934,-1.138032,60.0,160.0,70.0,1,background
12.007780,5.061704,-1.140067,60.0,160.0,70.0,1,background
12.027244,5.203397,-1.146502,60.0,160.0,70.0,1,background
12.050484,5.348288,-1.153452,60.0,160.0,70.0,1,background
12.012994,5.467191,-1.154725,60.0,160.0,70.0,1,background
12.053834,5.622948,-1.163673,60.0,160.0,70.0,1,background
12.051263,5.760095,-1.168593,60.0,160.0,70.0,1,background
12.052103,5.900100,-1.173993,60.0,160.0,70.0,1,background
12.070877,-5.909291,-0.939796,60.0,160.0,70.0,1,background
12.015758,-5.743125,-0.931266,60.0,160.0,70.0,1,background
12.030890,-5.612244,-0.928315,60.0,160.0,70.0,1,background
12.047756,-5.483012,-0.925604,60.0,160.0,70.0,1,background
12.042943,-5.344941,-0.921339,60.0,160.0,70.0,1,background
3.667435,-1.586657,-0.279424,200.0,60.0,60.0,1,occluder
3.651303,-1.539153,-0.277081,200.0,60.0,60.0,1,occluder
3.651949,-1.499213,-0.276050,200.0,60.0,60.0,1,occluder
3.660158,-1.462589,-0.275621,200.0,60.0,60.0,1,occluder
3.618848,-1.406835,-0.271504,200.0,60.0,60.0,1,occluder
3.641466,-1.376423,-0.272219,200.0,60.0,60.0,1,occluder
3.651905,-1.341329,-0.272047,200.0,60.0,60.0,1,occluder
3.673143,-1.310133,-0.272700,200.0,60.0,60.0,1,occluder
3.684229,-1.275234,-0.272623,200.0,60.0,60.0,1,occluder
3.647562,-1.224325,-0.269047,200.0,60.0,60.0,1,occluder
3.653435,-1.188258,-0.268646,200.0,60.0,60.0,1,occluder
3.630403,-1.143198,-0.266151,200.0,60.0,60.0,1,occluder
3.655275,-1.113428,-0.267197,200.0,60.0,60.0,1,occluder
3.633204,-1.069542,-0.264838,200.0,60.0,60.0,1,occluder
3.628014,-1.031109,-0.263742,200.0,60.0,60.0,1,occluder
3.668796,-1.005578,-0.266009,200.0,60.0,60.0,1,occluder
3.620628,-0.955930,-0.261855,200.0,60.0,60.0,1,occluder
3.638995,-0.924329,-0.262544,200.0,60.0,60.0,1,occluder
3.664736,-0.894334,-0.263784,200.0,60.0,60.0,1,occluder
3.658481,-0.856504,-0.262743,200.0,60.0,60.0,1,occluder
3.661771,-0.821097,-0.262414,200.0,60.0,60.0,1,occluder
3.662096,-0.785142,-0.261898,200.0,60.0,60.0,1,occluder
3.675519,-0.752004,-0.262342,200.0,60.0,60.0,1,occluder
3.639768,-0.709161,-0.259303,200.0,60.0,60.0,1,occluder
3.683719,-0.681899,-0.261967,200.0,60.0,60.0,1,occluder
3.650025,-0.640287,-0.259132,200.0,60.0,60.0,1,occluder
3.660868,-0.606825,-0.259486,200.0,60.0,60.0,1,occluder
3.626438,-0.566196,-0.256657,200.0,60.0,60.0,1,occluder
3.630150,-0.531920,-0.256555,200.0,60.0,60.0,1,occluder
3.633814,-0.497662,-0.256473,200.0,60.0,60.0,1,occluder
3.639304,-0.463656,-0.256542,200.0,60.0,60.0,1,occluder
3.660153,-0.431439,-0.257715,200.0,60.0,60.0,1,occluder
3.687375,-0.399592,-0.259356,200.0,60.0,60.0,1,occluder
4.031521,-0.398637,-0.283286,200.0,60.0,60.0,1,occluder
12.104642,-1.082279,-0.849816,60.0,160.0,70.0,1,background
12.039796,-0.962657,-0.844591,60.0,160.0,70.0,1,background
12.032519,-0.848490,-0.843485,60.0,160.0,70.0,1,background
12.083536,-0.738171,-0.846538,60.0,160.0,70.0,1,background
12.064028,-0.623378,-0.844725,60.0,160.0,70.0,1,background
12.054795,-0.509496,-0.843706,60.0,160.0,70.0,1,background
12.084285,-0.397151,-0.845472,60.0,160.0,70.0,1,background
12.054282,-0.282925,-0.843150,60.0,160.0,70.0,1,background
12.038670,-0.169515,-0.841909,60.0,160.0,70.0,1,background
12.072661,-0.056661,-0.844212,60.0,160.0,70.0,1,background
12.004654,0.056342,-0.839456,60.0,160.0,70.0,1,background
12.053719,0.169727,-0.842962,60.0,160.0,70.0,1,background
12.031805,0.282398,-0.841577,60.0,160.0,70.0,1,background
12.057980,0.396287,-0.843631,60.0,160.0,70.0,1,background
12.046901,0.509163,-0.843153,60.0,160.0,70.0,1,background
12.026447,0.621436,-0.842093,60.0,160.0,70.0,1,background
12.042934,0.735691,-0.843694,60.0,160.0,70.0,1,background
12.048761,0.849635,-0.844624,60.0,160.0,70.0,1,background
12.075708,0.965528,-0.847111,60.0,160.0,70.0,1,background
12.032172,1.075799,-0.844728,60.0,160.0,70.0,1,background
12.044445,1.190957,-0.846337,60.0,160.0,70.0,1,background
9.202423,0.997245,-0.647264,230.0,210.0,60.0,1,yellow_box
8.555830,1.008514,-0.602424,230.0,210.0,60.0,1,yellow_box
8.494456,1.082214,-0.598791,230.0,210.0,60.0,1,yellow_box
8.504583,1.164729,-0.600250,230.0,210.0,60.0,1,yellow_box
8.479114,1.242431,-0.599249,230.0,210.0,60.0,1,yellow_box
8.468241,1.322147,-0.599331,230.0,210.0,60.0,1,yellow_box
8.445682,1.399955,-0.598638,230.0,210.0,60.0,1,yellow_box
8.426394,1.478156,-0.598228,230.0,210.0,60.0,1,yellow_box
8.420466,1.558725,-0.598820,230.0,210.0,60.0,1,yellow_box
8.468776,1.650031,-0.603330,230.0,210.0,60.0,1,yellow_box
8.437704,1.726338,-0.602244,230.0,210.0,60.0,1,yellow_box
8.458553,1.813486,-0.604921,230.0,210.0,60.0,1,yellow_box
8.437279,1.891933,-0.604643,230.0,210.0,60.0,1,yellow_box
8.450113,1.978295,-0.606867,230.0,210.0,60.0,1,yellow_box
8.413549,2.053225,-0.605598,230.0,210.0,60.0,1,yellow_box
8.434560,2.142434,-0.608531,230.0,210.0,60.0,1,yellow_box
12.057120,3.183359,-0.872007,60.0,160.0,70.0,1,background
12.096455,3.315509,-0.877064,60.0,160.0,70.0,1,background
12.065666,3.429152,-0.877127,60.0,160.0,70.0,1,background
12.033839,3.542519,-0.877192,60.0,160.0,70.0,1,background
12.107383,3.688011,-0.885037,60.0,160.0,70.0,1,background
12.051558,3.794984,-0.883522,60.0,160.0,70.0,1,background
12.045200,3.917629,-0.885713,60.0,160.0,70.0,1,background
12.018457,4.034064,-0.886492,60.0,160.0,70.0,1,background
12.028703,4.163534,-0.890091,60.0,160.0,70.0,1,background
12.059549,4.301388,-0.895322,60.0,160.0,70.0,1,background
12.062511,4.430508,-0.898590,60.0,160.0,70.0,1,background
12.093748,4.571265,-0.904073,60.0,160.0,70.0,1,background
12.060470,4.688533,-0.904836,60.0,160.0,70.0,1,background
12.088486,4.830525,-0.910300,60.0,160.0,70.0,1,background
12.052477,4.947831,-0.911045,60.0,160.0,70.0,1,background
12.048745,5.078972,-0.914327,60.0,160.0,70.0,1,background
12.042153,5.209847,-0.917497,60.0,160.0,70.0,1,background
12.033157,5.340598,-0.920591,60.0,160.0,70.0,1,background
12.038889,5.478976,-0.924923,60.0,160.0,70.0,1,background
12.052483,5.622317,-0.929981,60.0,160.0,70.0,1,background
12.055556,5.762147,-0.934351,60.0,160.0,70.0,1,background
12.062009,5.904950,-0.939106,60.0,160.0,70.0,1,background
12.032186,-5.890350,-0.702088,60.0,160.0,70.0,1,background
12.049329,-5.759171,-0.699903,60.0,160.0,70.0,1,background
12.074251,-5.632472,-0.698248,60.0,160.0,70.0,1,background
12.036019,-5.477670,-0.693033,60.0,160.0,70.0,1,background
12.104768,-5.372381,-0.694058,60.0,160.0,70.0,1,background
3.662148,-1.584370,-0.209117,200.0,60.0,60.0,1,occluder
3.668652,-1.546466,-0.208650,200.0,60.0,60.0,1,occluder
3.655981,-1.500868,-0.207119,200.0,60.0,60.0,1,occluder
3.670594,-1.466759,-0.207158,200.0,60.0,60.0,1,occluder
3.649278,-1.418665,-0.205194,200.0,60.0,60.0,1,occluder
3.683748,-1.392405,-0.206388,200.0,60.0,60.0,1,occluder
3.645454,-1.338959,-0.203529,200.0,60.0,60.0,1,occluder
3.649315,-1.301634,-0.203054,200.0,60.0,60.0,1,occluder
3.642314,-1.260726,-0.201997,200.0,60.0,60.0,1,occluder
3.661112,-1.228873,-0.202391,200.0,60.0,60.0,1,occluder
3.642641,-1.184747,-0.200746,200.0,60.0,60.0,1,occluder
3.659513,-1.152365,-0.201071,200.0,60.0,60.0,1,occluder
3.658339,-1.114361,-0.200423,200.0,60.0,60.0,1,occluder
3.635677,-1.070270,-0.198622,200.0,60.0,60.0,1,occluder
3.661987,-1.040764,-0.199517,200.0,60.0,60.0,1,occluder
3.659941,-1.003151,-0.198884,200.0,60.0,60.0,1,occluder
3.678343,-0.971168,-0.199380,200.0,60.0,60.0,1,occluder
3.692357,-0.937883,-0.199653,200.0,60.0,60.0,0,occluder
3.709656,-0.905297,-0.200120,200.0,60.0,60.0,0,occluder
3.677198,-0.860886,-0.197925,200.0,60.0,60.0,0,occluder
3.734494,-0.837404,-0.200577,200.0,60.0,60.0,0,occluder
3.751453,-0.804299,-0.201073,200.0,60.0,60.0,0,occluder
3.750684,-0.767383,-0.200637,200.0,60.0,60.0,0,occluder
3.772690,-0.735060,-0.201436,200.0,60.0,60.0,0,occluder
3.745244,-0.693288,-0.199615,200.0,60.0,60.0,0,occluder
3.754519,-0.658617,-0.199771,200.0,60.0,60.0,0,occluder
3.773585,-0.625509,-0.200464,200.0,60.0,60.0,0,occluder
3.766686,-0.588093,-0.199795,200.0,60.0,60.0,0,occluder
3.772389,-0.552762,-0.199814,200.0,60.0,60.0,0,occluder
3.777481,-0.517338,-0.199817,200.0,60.0,60.0,0,occluder
3.824508,-0.487251,-0.202054,200.0,60.0,60.0,0,occluder
3.793334,-0.447137,-0.200177,200.0,60.0,60.0,0,occluder
3.747333,-0.406090,-0.197539,200.0,60.0,60.0,0,occluder
4.023961,-0.397890,-0.211915,200.0,60.0,60.0,1,occluder
12.061081,-1.078384,-0.634616,60.0,160.0,70.0,1,background
12.065325,-0.964698,-0.634335,60.0,160.0,70.0,1,background
12.059363,-0.850383,-0.633574,60.0,160.0,70.0,1,background
12.052619,-0.736283,-0.632828,60.0,160.0,70.0,1,background
12.030505,-0.621646,-0.631333,60.0,160.0,70.0,1,background
12.037754,-0.508776,-0.631435,60.0,160.0,70.0,1,background
12.023246,-0.395145,-0.630452,60.0,160.0,70.0,1,background
12.039727,-0.282583,-0.631149,60.0,160.0,70.0,1,background
12.071252,-0.169974,-0.632690,60.0,160.0,70.0,1,background
12.037552,-0.056497,-0.630868,60.0,160.0,70.0,1,background
12.053056,0.056569,-0.631681,60.0,160.0,70.0,1,background
12.082419,0.170131,-0.633276,60.0,160.0,70.0,1,background
12.028350,0.282316,-0.630553,60.0,160.0,70.0,1,background
12.020152,0.395043,-0.630290,60.0,160.0,70.0,1,background
12.030537,0.508471,-0.631057,60.0,160.0,70.0,1,background
12.028055,0.621519,-0.631205,60.0,160.0,70.0,1,background
12.054394,0.736391,-0.632922,60.0,160.0,70.0,1,background
12.049455,0.849684,-0.633053,60.0,160.0,70.0,1,background
12.041865,0.962822,-0.633101,60.0,160.0,70.0,1,background
12.032056,1.075789,-0.633089,60.0,160.0,70.0,1,background
12.038510,1.190370,-0.633988,60.0,160.0,70.0,1,background
12.053509,1.306211,-0.635396,60.0,160.0,70.0,1,background
12.060955,1.421679,-0.636464,60.0,160.0,70.0,1,background
12.044825,1.534539,-0.636345,60.0,160.0,70.0,1,background
12.055037,1.650974,-0.637675,60.0,160.0,70.0,1,background
12.052166,1.765984,-0.638372,60.0,160.0,70.0,1,background
12.096673,1.888654,-0.641640,60.0,160.0,70.0,1,background
12.036853,1.995228,-0.639432,60.0,160.0,70.0,1,background
12.020186,2.108578,-0.639570,60.0,160.0,70.0,1,background
12.073105,2.234871,-0.643474,60.0,160.0,70.0,1,background
12.049141,2.347618,-0.643343,60.0,160.0,70.0,1,background
12.066404,2.468763,-0.645473,60.0,160.0,70.0,1,background
12.051910,2.583891,-0.645967,60.0,160.0,70.0,1,background
12.025685,2.696579,-0.645890,60.0,160.0,70.0,1,background
12.070914,2.825978,-0.649715,60.0,160.0,70.0,1,background
12.071754,2.945965,-0.651220,60.0,160.0,70.0,1,background
12.045877,3.059733,-0.651345,60.0,160.0,70.0,1,background
12.043506,3.179764,-0.652802,60.0,160.0,70.0,1,background
12.073310,3.309165,-0.656072,60.0,160.0,70.0,1,background
12.090809,3.436298,-0.658747,60.0,160.0,70.0,1,background
12.038862,3.543997,-0.657700,60.0,160.0,70.0,1,background
12.039276,3.667265,-0.659574,60.0,160.0,70.0,1,background
12.053974,3.795745,-0.662302,60.0,160.0,70.0,1,background
12.068877,3.925330,-0.665116,60.0,160.0,70.0,1,background
12.042444,4.042115,-0.665721,60.0,160.0,70.0,1,background
12.064626,4.175968,-0.669085,60.0,160.0,70.0,1,background
12.038194,4.293772,-0.669825,60.0,160.0,70.0,1,background
12.072229,4.434078,-0.674005,60.0,160.0,70.0,1,background
12.071514,4.562862,-0.676327,60.0,160.0,70.0,1,background
12.055571,4.686629,-0.677868,60.0,160.0,70.0,1,background
12.026869,4.805903,-0.678761,60.0,160.0,70.0,1,background
12.055337,4.949005,-0.682960,60.0,160.0,70.0,1,background
12.076920,5.090849,-0.686859,60.0,160.0,70.0,1,background
12.019174,5.199905,-0.686321,60.0,160.0,70.0,1,background
12.042914,5.344928,-0.690511,60.0,160.0,70.0,1,background
12.043406,5.481032,-0.693459,60.0,160.0,70.0,1,background
12.053786,5.622925,-0.697065,60.0,160.0,70.0,1,background
12.029220,5.749559,-0.698735,60.0,160.0,70.0,1,background
12.059471,5.903707,-0.703680,60.0,160.0,70.0,1,background
12.056931,-5.902464,-0.468783,60.0,160.0,70.0,1,background
12.048628,-5.758836,-0.466338,60.0,160.0,70.0,1,background
12.007834,-5.601489,-0.462703,60.0,160.0,70.0,1,background
12.059719,-5.488456,-0.462697,60.0,160.0,70.0,1,background
12.066689,-5.355480,-0.461015,60.0,160.0,70.0,1,background
12.066026,-5.220175,-0.459098,60.0,160.0,70.0,0,background
12.065134,-5.085880,-0.457227,60.0,160.0,70.0,0,background
12.052752,-4.947944,-0.454978,60.0,160.0,70.0,0,background
12.053901,-4.816705,-0.453294,60.0,160.0,70.0,0,background
12.057415,-4.687346,-0.451752,60.0,160.0,70.0,0,background
12.031115,-4.547591,-0.449147,60.0,160.0,70.0,0,background
12.057931,-4.428826,-0.448577,60.0,160.0,70.0,0,background
12.056263,-4.300216,-0.446993,60.0,160.0,70.0,0,background
12.042460,-4.168295,-0.445011,60.0,160.0,70.0,0,background
12.020818,-4.034856,-0.442792,60.0,160.0,70.0,0,background
12.047231,-3.918290,-0.442391,60.0,160.0,70.0,0,background
12.033458,-3.789284,-0.440559,60.0,160.0,70.0,0,background
12.057183,-3.672719,-0.440147,60.0,160.0,70.0,0,background
12.064908,-3.551665,-0.439192,60.0,160.0,70.0,0,background
12.089940,-3.436051,-0.438910,60.0,160.0,70.0,0,background
12.079109,-3.310755,-0.437369,60.0,160.0,70.0,0,background
12.033363,-3.177086,-0.434614,60.0,160.0,70.0,0,background
12.067523,-3.065231,-0.434789,60.0,160.0,70.0,0,background
12.079807,-2.947931,-0.434216,60.0,160.0,70.0,0,background
12.051785,-2.821500,-0.432237,60.0,160.0,70.0,0,background
12.068870,-2.706263,-0.431920,60.0,160.0,70.0,0,background
12.074201,-2.588670,-0.431222,60.0,160.0,70.0,0,background
12.032931,-2.461915,-0.428904,60.0,160.0,70.0,0,background
12.033985,-2.344665,-0.428138,60.0,160.0,70.0,0,background
12.032795,-2.227409,-0.427333,60.0,160.0,70.0,0,background
12.059707,-2.115511,-0.427565,60.0,160.0,70.0,0,background
12.028518,-1.993846,-0.425777,60.0,160.0,70.0,0,background
12.040738,-1.879921,-0.425566,60.0,160.0,70.0,0,background
12.041047,-1.764355,-0.424973,60.0,160.0,70.0,0,background
12.044917,-1.649588,-0.424544,60.0,160.0,70.0,0,background
12.038213,-1.533697,-0.423782,60.0,160.0,70.0,0,background
12.032333,-1.418305,-0.423087,60.0,160.0,70.0,0,background
12.037054,-1.304427,-0.422804,60.0,160.0,70.0,0,background
